label,start,end
E,0.0,1.5584415584415585
B,1.5584415584415585,3.116883116883117
C#m,3.116883116883117,4.675324675324676
G#m,4.675324675324676,6.233766233766234
A,6.233766233766234,7.792207792207792
E,7.792207792207792,9.350649350649352
A6,9.350649350649352,10.90909090909091
B,10.90909090909091,12.467532467532468
E,12.467532467532468,14.025974025974026
B,14.025974025974026,15.584415584415584
C#m,15.584415584415584,17.142857142857142
G#m,17.142857142857142,18.701298701298704
A,18.701298701298704,20.259740259740262
Esus4,20.259740259740262,21.81818181818182
A,21.81818181818182,23.376623376623378
B,23.376623376623378,24.932000000000016
