label,start,end
Gm,0.0,1.6901408450704225
C7,1.6901408450704225,3.380281690140845
F,3.380281690140845,5.070422535211268
A#,5.070422535211268,6.76056338028169
Em7b5,6.76056338028169,8.450704225352112
A7,8.450704225352112,10.140845070422536
Dm,10.140845070422536,13.52112676056338
G,13.52112676056338,15.211267605633802
C,15.211267605633802,16.901408450704224
F,16.901408450704224,18.591549295774648
A#,18.591549295774648,20.281690140845072
Em7b5,20.281690140845072,21.971830985915492
A7,21.971830985915492,23.661971830985916
Dm,23.661971830985916,27.041600000000003
