label,start,end
D#,0.0,1.7518248175182483
A#,1.7518248175182483,3.5036496350364965
C,3.5036496350364965,5.255474452554745
G,5.255474452554745,7.007299270072993
G#,7.007299270072993,8.75912408759124
D#,8.75912408759124,10.51094890510949
G#,10.51094890510949,12.262773722627738
A#sus4,12.262773722627738,14.014598540145986
D#,14.014598540145986,15.766423357664234
A#,15.766423357664234,17.51824817518248
C,17.51824817518248,19.27007299270073
G,19.27007299270073,21.02189781021898
G#,21.02189781021898,22.77372262773723
D#,22.77372262773723,24.525547445255476
G#,24.525547445255476,26.277372262773724
A#,26.277372262773724,28.023199999999974
