label,start,end
Em9,0.0,1.83206106870229
A7,1.83206106870229,3.66412213740458
D6,3.66412213740458,5.4961832061068705
GM7,5.4961832061068705,7.32824427480916
C#m7b5,7.32824427480916,9.16030534351145
F#aug,9.16030534351145,10.992366412213741
B6,10.992366412213741,14.65648854961832
Em9,14.65648854961832,16.48854961832061
A7,16.48854961832061,18.3206106870229
D6,18.3206106870229,20.15267175572519
G7,20.15267175572519,21.984732824427482
C#m7b5,21.984732824427482,23.81679389312977
F#7,23.81679389312977,25.64885496183206
Bm,25.64885496183206,29.306400000000053
