label,start,end
A7,0.0,2.4489795918367347
E9,2.4489795918367347,4.8979591836734695
F#m7,4.8979591836734695,7.346938775510204
C#m7,7.346938775510204,9.795918367346939
D,9.795918367346939,12.244897959183675
A7,12.244897959183675,14.693877551020408
D9,14.693877551020408,17.142857142857142
E7,17.142857142857142,19.591836734693878
AM7,19.591836734693878,22.040816326530614
Esus2,22.040816326530614,24.48979591836735
F#m7,24.48979591836735,26.93877551020408
C#m7,26.93877551020408,29.387755102040817
DM7,29.387755102040817,31.836734693877553
A9,31.836734693877553,34.285714285714285
DM7,34.285714285714285,36.734693877551024
E7,36.734693877551024,39.17879999999991
