label,start,end
A#m,0.0,2.727272727272727
D#7,2.727272727272727,5.454545454545454
G#,5.454545454545454,8.181818181818182
C#6,8.181818181818182,10.909090909090908
Gm7b5,10.909090909090908,13.636363636363635
C7,13.636363636363635,16.363636363636363
Fm,16.363636363636363,21.818181818181817
A#m,21.818181818181817,24.545454545454543
D#7,24.545454545454543,27.27272727272727
G#,27.27272727272727,29.999999999999996
C#,29.999999999999996,32.72727272727273
Gm7b5,32.72727272727273,35.45454545454545
C7,35.45454545454545,38.18181818181818
Fm,38.18181818181818,43.629200000000026
