label,start,end
D#m9,0.0,2.1818181818181817
G#7,2.1818181818181817,4.363636363636363
C#M9,4.363636363636363,6.545454545454545
F#7,6.545454545454545,8.727272727272727
Cm7b5,8.727272727272727,10.909090909090908
F7,10.909090909090908,13.09090909090909
A#7,13.09090909090909,17.454545454545453
D#m9,17.454545454545453,19.636363636363633
G#7,19.636363636363633,21.818181818181817
C#M9,21.818181818181817,24.0
F#M7,24.0,26.18181818181818
Cm7b5,26.18181818181818,28.36363636363636
F7,28.36363636363636,30.545454545454543
A#m7,30.545454545454543,34.90319999999997
