label,start,end
Cm7,0.0,2.0168067226890756
F9,2.0168067226890756,4.033613445378151
A#,4.033613445378151,6.050420168067227
D#,6.050420168067227,8.067226890756302
Am7b5,8.067226890756302,10.084033613445378
D9,10.084033613445378,12.100840336134453
Gm,12.100840336134453,16.134453781512605
Cm7,16.134453781512605,18.15126050420168
F9,18.15126050420168,20.168067226890756
A#,20.168067226890756,22.18487394957983
D#,22.18487394957983,24.201680672268907
Am7b5,24.201680672268907,26.218487394957982
D9,26.218487394957982,28.235294117647058
Gm7,28.235294117647058,32.2632000000001
