label,start,end
C#m9,0.0,1.4457831325301205
F#7,1.4457831325301205,2.891566265060241
BM7,2.891566265060241,4.337349397590361
EM7,4.337349397590361,5.783132530120482
A#m7b5,5.783132530120482,7.228915662650603
D#7,7.228915662650603,8.674698795180722
G#aug,8.674698795180722,11.566265060240964
C#m9,11.566265060240964,13.012048192771084
F#7,13.012048192771084,14.457831325301205
BM7,14.457831325301205,15.903614457831326
EM7,15.903614457831326,17.349397590361445
A#m7b5,17.349397590361445,18.795180722891565
D#7,18.795180722891565,20.240963855421686
G#m6,20.240963855421686,23.129999999999995
