label,start,end
EM7,0.0,1.5584415584415585
B7,1.5584415584415585,3.116883116883117
C#m7,3.116883116883117,4.675324675324676
G#m7,4.675324675324676,6.233766233766234
AM7,6.233766233766234,7.792207792207792
EM7,7.792207792207792,9.350649350649352
AM7,9.350649350649352,10.90909090909091
B7,10.90909090909091,12.467532467532468
EM7,12.467532467532468,14.025974025974026
B7,14.025974025974026,15.584415584415584
C#m7,15.584415584415584,17.142857142857142
G#m7,17.142857142857142,18.701298701298704
AM7,18.701298701298704,20.259740259740262
EM7,20.259740259740262,21.81818181818182
AM7,21.81818181818182,23.376623376623378
B7,23.376623376623378,24.932000000000016
