label,start,end
C#,0.0,2.142857142857143
G#,2.142857142857143,4.285714285714286
A#,4.285714285714286,6.428571428571429
Fm7,6.428571428571429,8.571428571428571
F#,8.571428571428571,10.714285714285714
C#,10.714285714285714,12.857142857142858
F#,12.857142857142858,15.0
G#,15.0,17.142857142857142
C#,17.142857142857142,19.285714285714285
G#,19.285714285714285,21.428571428571427
A#,21.428571428571427,23.57142857142857
Fm7,23.57142857142857,25.714285714285715
F#,25.714285714285715,27.857142857142858
C#6,27.857142857142858,30.0
F#,30.0,32.14285714285714
G#7,32.14285714285714,34.284400000000005
