label,start,end
GM7,0.0,2.0168067226890756
D9,2.0168067226890756,4.033613445378151
Em7,4.033613445378151,6.050420168067227
Bm7,6.050420168067227,8.067226890756302
CM7,8.067226890756302,10.084033613445378
GM7,10.084033613445378,12.100840336134453
CM7,12.100840336134453,14.117647058823529
D9,14.117647058823529,16.134453781512605
GM7,16.134453781512605,18.15126050420168
D9,18.15126050420168,20.168067226890756
Em7,20.168067226890756,22.18487394957983
Bm7,22.18487394957983,24.201680672268907
CM7,24.201680672268907,26.218487394957982
GM7,26.218487394957982,28.235294117647058
CM7,28.235294117647058,30.252100840336134
D9,30.252100840336134,32.26319999999998
